commenttext,toxic
Why didnt the police do their jobs and arrest these idiots for blocking a public road??? This is ridiculous and these people should have been arrested or ran over for being too stupid to not be on the freeway,true
Well bring out the tear gas and the beanbag rounds and rubber bullets,true
*Monkey screamin bout honkies intensifies*,true
A few warning rounds with a gatling gun will clear the freeway in an instant,true
They should have gotten the Fire Dept with fire trucks and blast them this water jets they'd get off,true
All liberal nonsense,true
I would really love to see a car with a snow plow and just drive straight through the protester,true
THESE FUCKING COMMIES didn't even know what happened,true
They just need to arrest all those protesters as soon as they start blocking traffic If I was a driver and i saw them starting to block the road i wouldn't stop for em,true
Idiots,true
I don’t care what they are protesting about One of them should have run there punk ass’s over I hope they all get run TF over,true
Black lives splatter,true
I'd walk right past the cops and pepper spray them allBoy I can't wait for my free pass to beat a protesters ass,true
There should be a law where you won't be prosecuted if you run over people blocking the streets They sure know how to go about winning people for their cause by doing this Lol,true
Just accelerate if you go fast enough no one will be able to film your plates in time,true
They need to shoot those racist fucktards,true
You whites are so racist always in comment section  I'm so glad you whites are being exterminated  Another 100 years or so an there will be no whites  Peace on earth,true
some get pay to protest and so if you ask what they protesting some have no idea but just flow alongby all mean i would run them over and the most fuck up system in us is they cant be arrest but those drive thru them will be arrest that's fuck up system in america it's ok to have the voice and the right but at no right block off traffic,true
Very weak display from law enforcement,true
Should run all those MOTHERFUCKERS OVER,true
No talk Get those fuckers off the road period  I would have run the down Let them sue,true
Plow through them they will get out of they way,true
I would get my car and start doing burnouts in their faces Either move or get smoked,true
run them over,true
The fuck are thes cops being a pussy?,true
California is so stupid  Just arrest all them and charge them  Drivers need to get too work To feed their Families,true
Hope those fuckers get slammed with major fines Fucking idiots,true
One mustang needed in this situation lol💀💀,true
Should of ran everyone of them over,true
I'd just pop a couple of shots in the air and watch them scatter like roaches when a light turns on,true
